Run Type,Dataset,Accuracy,Precision,Recall,F1 Score,Disparate Impact,Statistical Parity Difference,PPV Parity,FPR Parity
SA Removed,Income Census,0.8481600176815117,0.7340085287846482,0.6114564831261101,0.6671511627906976,0.3852472657785247,-0.19060936827667813,0.030481630714869312,0.06882330406381343
SA Removed,German Credit,0.74,0.7946428571428571,0.8476190476190476,0.8202764976958525,0.7890986132511557,-0.15401926999085724,0.15495495495495504,0.012307692307692353
SA Removed,Recidivism Compass,0.6762124711316397,0.6840120663650076,0.7628259041211102,0.721272365805169,0.8172581767571329,-0.11421363952679198,0.016416349809885933,0.22274501221869647
