Run Type,Dataset,Accuracy,Precision,Recall,F1 Score,Disparate Impact,Statistical Parity Difference,PPV Parity,FPR Parity
SA Removed,Income Census,0.8399823184882308,0.6976401179941003,0.6301065719360568,0.6621558562762483,0.3852472657785247,-0.19060936827667813,0.002302637737049973,0.09368090819065157
SA Removed,German Credit,0.7233333333333334,0.7591836734693878,0.8857142857142857,0.8175824175824176,0.7890986132511557,-0.15401926999085724,0.12087517934002867,0.13230769230769224
SA Removed,Recidivism Compass,0.6415704387990762,0.6713692946058091,0.68040370058873,0.6758563074352548,0.8172581767571329,-0.11421363952679198,0.011756569847856224,0.2249490670543302
