Run Type,Dataset,Accuracy,Precision,Recall,F1 Score,Disparate Impact,Statistical Parity Difference,PPV Parity,FPR Parity
LFR,Income Census,0.7755553099790032,0.6075407026563839,0.310692375109553,0.4111336619309945,0.3589947942816373,-0.2036429050424906,0.2558481231218767,0.01036918198675437
LFR,German Credit,0.6366666666666667,0.7016129032258065,0.8325358851674641,0.7614879649890591,0.8806451612903226,-0.08525345622119818,0.11804518761819449,0.07544757033248084
