Accuracy,Precision,Recall,F1 Score,Disparate Impact,Statistical Parity Difference,PPV Parity,FPR Parity,Dataset
0.8495966405127638,0.7506804572672836,0.6042944785276073,0.6695799951444525,0.3589947942816373,-0.2036429050424906,0.02769376741979479,0.07678079470026994,Income Census
0.7866666666666666,0.8165938864628821,0.8947368421052632,0.8538812785388128,0.8806451612903226,-0.08525345622119818,0.05282095567069667,0.32672634271099743,German Credit
0.6789838337182448,0.6641697877652933,0.5553235908141962,0.6048891415577032,1.2831934909738112,0.10562351825509719,0.10339876665254433,0.046949691372348806,Recidivism Compass
